holding_id,portfolio_id,asset_class,instrument_name,quantity,market_value
3769,1146,Bond,UK Gilt 2030,136,127011.15
3770,1104,Bond,UK Gilt 2030,229,194914.35
3771,2391,Equity,AAPL,847,245127.15
3772,1736,Bond,UST 10Y,117,104650.3
3773,827,Bond,Corp Bond A,182,101501.01
3774,1143,Mutual Fund,US Bluechip Fund,1857,36044.65
3775,1001,Bond,UST 5Y,164,142959.84
3776,994,Equity,MSFT,694,285462.97
3777,1006,Bond,Corp Bond A,267,65656.17
3778,375,Mutual Fund,US Bluechip Fund,305,29181.62
3779,354,Equity,TSLA,963,214494.8
3780,205,Mutual Fund,US Bluechip Fund,70,7318.75
3781,1332,ETF,SPY,692,120592.36
3782,1213,Bond,UST 10Y,108,32465.79
3783,1231,Equity,UNH,38,14491.22
3784,927,ETF,SPY,604,232131.52
3785,2040,ETF,VTI,222,57916.17
3786,657,Bond,Corp Bond A,236,71597.17
3787,302,Equity,JPM,709,28295.95
3788,1571,ETF,XIC,866,359072.76
3789,1518,Mutual Fund,Global Growth Fund,1724,86932.63
3790,1357,Equity,TSLA,583,131740.29
3791,603,Equity,NESN,456,98067.43
3792,215,Bond,Euro Gov Bond,247,24781.51
3793,1472,Bond,Euro Gov Bond,13,4465.12
3794,1186,Equity,GOOGL,204,7321.12
3795,22,Mutual Fund,Euro Equity Fund,172,15033.08
3796,1623,Equity,V,698,210867.82
3797,1911,Bond,UST 10Y,62,30606.01
3798,2247,Mutual Fund,Global Growth Fund,270,13199.25
3799,2084,Equity,JPM,464,23266.03
3800,676,ETF,EWU,833,163799.18
3801,2487,Cash,GBP Cash,1,104199.61
3802,1902,Equity,TSLA,15,5620.54
3803,1229,Bond,Euro Gov Bond,158,170151.48
3804,732,Equity,AMZN,878,89506.28
3805,482,Mutual Fund,Euro Equity Fund,232,21736.62
3806,549,Equity,NESN,204,75778.81
3807,36,Bond,UK Gilt 2030,233,268765.34
3808,1462,Equity,V,275,61908.47
3809,1264,ETF,QQQ,558,145680.25
3810,2254,Equity,AAPL,800,17839.7
3811,725,Bond,UST 5Y,47,46264.03
3812,509,Mutual Fund,Global Growth Fund,2034,40944.16
3813,2282,Equity,NESN,361,146698.25
3814,618,Equity,V,958,165922.9
3815,1273,Equity,V,611,166376.82
3816,352,Bond,Corp Bond B,173,194890.35
3817,2171,ETF,VGK,443,97611.19
3818,2204,Equity,NESN,682,277830.38
3819,2292,Mutual Fund,Euro Equity Fund,2207,185269.09
3820,1046,ETF,QQQ,407,114061.64
3821,442,Equity,AAPL,254,106838.42
3822,750,Bond,UST 10Y,145,83294.87
3823,1316,Equity,TSLA,520,79324.08
3824,1407,Equity,NVDA,219,92658.24
3825,1356,ETF,VTI,728,213753.16
3826,2135,Equity,AAPL,40,12538.19
3827,910,Equity,NESN,369,160961.37
3828,2058,ETF,XIC,928,209759
3829,688,Bond,Corp Bond A,120,22966.29
3830,630,Mutual Fund,Balanced Income Fund,2379,172079.24
3831,941,Cash,USD Cash,1,118663.47
3832,2445,ETF,XIC,914,332917.75
3833,2022,Equity,UNH,510,160892.22
3834,982,Equity,MSFT,111,16809.52
3835,906,Bond,UST 5Y,136,110434.03
3836,2343,Bond,UST 5Y,48,9078.38
3837,927,Mutual Fund,Global Growth Fund,1790,49165.82
3838,1195,Cash,EUR Cash,1,79595.97
3839,444,Equity,TSLA,60,2926.92
3840,2121,Equity,AMZN,161,68157.4
3841,2150,Bond,UST 10Y,98,70651.13
3842,2240,Equity,V,661,231530.32
3843,2493,Bond,Corp Bond B,190,63691.59
3844,1551,ETF,SPY,568,205988.48
3845,236,Equity,GOOGL,37,6553.84
3846,1075,Equity,AAPL,42,12618.91
3847,1759,Equity,TSLA,379,22379.42
3848,1027,Bond,Euro Gov Bond,48,39640
3849,2445,Mutual Fund,US Bluechip Fund,2383,86240.05
3850,110,Bond,Euro Gov Bond,266,90013.88
3851,2240,Equity,NESN,628,179671.17
3852,788,Equity,V,795,300274.85
3853,1444,ETF,SPY,77,2664.63
3854,2040,Equity,TSLA,353,135591.54
3855,231,Mutual Fund,Euro Equity Fund,703,18383.45
3856,26,ETF,EWU,819,92910.17
3857,342,Mutual Fund,US Bluechip Fund,867,68035.22
3858,53,Equity,V,162,22862.7
3859,288,ETF,EWU,737,193599.74
3860,1245,Mutual Fund,Balanced Income Fund,42,615.98
3861,42,Cash,CAD Cash,1,84259.31
3862,2435,Mutual Fund,US Bluechip Fund,2191,252478.22
3863,924,Bond,Euro Gov Bond,61,68044.46
3864,1401,Equity,NESN,276,101576.48
3865,412,Cash,GBP Cash,1,107853.12
3866,2347,Mutual Fund,Euro Equity Fund,1971,99182.7
3867,1688,Mutual Fund,Global Growth Fund,638,58644.71
3868,901,Mutual Fund,Balanced Income Fund,676,6641.73
3869,6,ETF,SPY,69,10679.36
3870,1786,Bond,UK Gilt 2030,72,82081.55
3871,1399,Bond,Corp Bond B,191,221599.45
3872,827,Equity,TSLA,796,171840.44
3873,1049,ETF,VGK,401,19718.7
3874,268,ETF,VGK,383,130859.66
3875,2138,ETF,VGK,721,136233.07
3876,1709,Mutual Fund,Euro Equity Fund,1510,136493.07
3877,1215,Cash,CAD Cash,1,122263.96
3878,1690,Equity,JPM,340,62094.63
3879,1470,Equity,NVDA,272,103963.92
3880,1712,Bond,Euro Gov Bond,172,113781.94
3881,1709,Mutual Fund,Balanced Income Fund,2457,253277.3
3882,86,Equity,JPM,922,150297.27
3883,608,Equity,TSLA,70,14017.12
3884,1261,Mutual Fund,Global Growth Fund,1818,48538.44
3885,587,Bond,UK Gilt 2030,115,104733.68
3886,803,ETF,EWU,315,43238.05
3887,857,Equity,AMZN,469,193800.98
3888,739,ETF,QQQ,971,365713.96
3889,1052,Equity,NVDA,207,48094.8
3890,628,Equity,V,597,262089.59
3891,2243,ETF,VGK,803,202432.49
3892,1604,Bond,UK Gilt 2030,176,160638.43
3893,441,Bond,Corp Bond A,6,5048.01
3894,2490,Equity,V,706,289369.64
3895,1021,Equity,V,908,378081.75
3896,1179,ETF,SPY,731,106328.89
3897,806,ETF,SPY,499,124153.18
3898,2477,Mutual Fund,Euro Equity Fund,499,42784.25
3899,2329,Equity,V,143,20443.05
3900,624,Mutual Fund,Balanced Income Fund,1317,73822.26
3901,2449,Mutual Fund,Euro Equity Fund,2264,147299.32
3902,1635,Equity,NESN,372,83954.39
3903,1032,Bond,Corp Bond A,103,109624.97
3904,1010,Bond,Corp Bond A,159,122716.39
3905,1804,ETF,XIC,193,47364.66
3906,1816,Equity,AMZN,637,165576.79
3907,1760,Bond,UST 5Y,71,57064.52
3908,1506,Bond,UK Gilt 2030,137,11860.25
3909,1527,Bond,Corp Bond B,165,23124.95
3910,2217,Bond,UST 5Y,77,55667.62
3911,755,Mutual Fund,Global Growth Fund,1988,51387.34
3912,279,Equity,UNH,749,60020.97
3913,573,ETF,XIC,737,322742.78
3914,2043,Bond,Corp Bond B,254,165745.3
3915,288,Equity,JPM,895,26513.85
3916,1767,Bond,Corp Bond B,285,309931.28
3917,633,Equity,NESN,275,12660.18
3918,913,Cash,GBP Cash,1,69311.51
3919,2004,ETF,SPY,135,58074.5
3920,1308,Equity,NESN,189,32505.22
3921,290,Equity,AMZN,202,12304.3
3922,1867,Mutual Fund,Euro Equity Fund,1302,114493.08
3923,885,Bond,Euro Gov Bond,172,135572.04
3924,1823,Mutual Fund,Global Growth Fund,365,36853.7
3925,606,ETF,VTI,125,34034.5
3926,399,Cash,CAD Cash,1,103220.83
3927,198,Equity,GOOGL,48,7414.88
3928,1440,Cash,EUR Cash,1,25379.43
3929,1,Equity,TSLA,35,5076.82
3930,565,Equity,GOOGL,621,63505.19
3931,746,Bond,Euro Gov Bond,88,86341.87
3932,2103,Bond,UST 10Y,184,144156.5
3933,888,ETF,SPY,141,40803.63
3934,785,Equity,V,814,247575.51
3935,744,Equity,AAPL,312,67163.44
3936,1560,Equity,NVDA,364,32297.3
3937,1717,Cash,CAD Cash,1,9560.91
3938,111,Equity,NVDA,922,352396.18
3939,334,Mutual Fund,Balanced Income Fund,1307,60757.35
3940,1160,Mutual Fund,Euro Equity Fund,515,5832.35
3941,2333,Cash,EUR Cash,1,8830.83
3942,540,Bond,Corp Bond B,57,15871.34
3943,2055,ETF,SPY,372,78134.38
3944,1733,Equity,AMZN,723,285295.8
3945,61,Equity,MSFT,278,56892.44
3946,1891,Equity,MSFT,261,44163.89
3947,1674,Equity,AAPL,20,720.35
3948,785,Equity,NVDA,862,59121.49
3949,919,ETF,XIC,535,163680.57
3950,2017,Mutual Fund,Balanced Income Fund,1694,94301.88
3951,826,Equity,AAPL,802,105839.54
3952,398,Equity,UNH,821,98155.6
3953,1581,Equity,AMZN,349,13185.04
3954,667,Equity,V,639,176657.05
3955,544,Equity,JPM,131,58056.81
3956,2378,ETF,VGK,341,104452.32
3957,134,Bond,Euro Gov Bond,42,21814.77
3958,2340,Mutual Fund,Balanced Income Fund,362,16077.39
3959,42,Cash,GBP Cash,1,144908.83
3960,2367,Equity,GOOGL,978,73654.87
3961,661,Bond,UK Gilt 2030,247,97818.45
3962,2366,Cash,CAD Cash,1,102549.87
3963,306,Mutual Fund,Euro Equity Fund,688,46086.87
3964,1834,ETF,XIC,229,47285.36
3965,1942,Mutual Fund,Global Growth Fund,1282,144479.11
3966,1874,Bond,UST 10Y,181,71908.25
3967,23,Equity,NVDA,978,76590.99
3968,408,Equity,NVDA,84,35789
3969,906,Equity,AMZN,555,180095.79
3970,714,Bond,UK Gilt 2030,272,211809.52
3971,2050,Bond,UST 5Y,237,208855.47
3972,2010,Mutual Fund,Balanced Income Fund,727,31455.35
3973,402,ETF,VGK,1000,182061.11
3974,2002,Bond,UST 5Y,25,12368.51
3975,594,Equity,AAPL,15,2418.01
3976,2245,ETF,XIC,735,224221.43
3977,505,Mutual Fund,Global Growth Fund,1149,134295.78
3978,79,ETF,SPY,97,2538.21
3979,718,Equity,MSFT,929,184271.19
3980,1339,Equity,MSFT,444,153063.08
3981,1333,Mutual Fund,Balanced Income Fund,1850,151479.54
3982,303,ETF,SPY,286,84860.98
3983,761,Equity,TSLA,55,4014.51
3984,959,Mutual Fund,Balanced Income Fund,1010,20618.84
3985,559,Equity,JPM,43,16100.03
3986,2359,Bond,UST 10Y,220,95092.61
3987,1167,Bond,UST 10Y,266,46404.58
3988,1671,Bond,UST 5Y,96,90992.79
3989,4,Equity,AAPL,998,233622.06
3990,2473,Mutual Fund,US Bluechip Fund,2433,72162.33
3991,756,Equity,JPM,301,48268.34
3992,1098,Equity,UNH,818,153262.52
3993,915,Equity,NVDA,517,219315.95
3994,487,Mutual Fund,Euro Equity Fund,202,20621.1
3995,932,Bond,Euro Gov Bond,38,18036.03
3996,1863,Equity,GOOGL,994,279887.83
3997,1958,Mutual Fund,Euro Equity Fund,2401,89544.44
3998,1176,ETF,VTI,442,95612.45
3999,881,Equity,JPM,224,96014.1
4000,1682,Mutual Fund,Euro Equity Fund,1710,140723.24
4001,971,Equity,GOOGL,600,201794.38
4002,1254,Mutual Fund,Euro Equity Fund,509,60064.26
4003,1038,ETF,SPY,384,54920.15
4004,14,ETF,VTI,19,7288.33
4005,2420,Equity,V,476,130397.25
4006,2441,Bond,UST 10Y,239,242139.37
4007,2149,Bond,Corp Bond A,123,40962.51
4008,1213,ETF,EWU,584,46382.01
4009,579,Bond,Euro Gov Bond,165,45455.68
4010,116,Cash,GBP Cash,1,73652.25
4011,1413,Cash,USD Cash,1,32444.75
4012,298,ETF,SPY,937,287287.9
4013,788,Equity,MSFT,73,26055.05
4014,1292,ETF,XIC,439,160376.26
4015,921,Bond,UST 5Y,91,80078.76
4016,1822,Bond,Corp Bond A,166,71603.82
4017,1661,Bond,Corp Bond A,295,165171.87
4018,280,Bond,Corp Bond B,206,228200.04
4019,1556,Bond,Euro Gov Bond,190,125255.55
4020,161,Bond,Corp Bond A,12,10426.67
4021,1582,Bond,UST 5Y,62,11918.81
4022,970,Equity,NVDA,83,21723.41
4023,1231,Mutual Fund,Balanced Income Fund,668,43534.8
4024,646,Equity,AAPL,927,116448.94
4025,1055,Equity,AAPL,503,192791.55
4026,196,Mutual Fund,Euro Equity Fund,2289,112095.64
4027,628,Bond,UST 10Y,86,57003.48
4028,36,Cash,CAD Cash,1,9816.72
4029,1638,Mutual Fund,US Bluechip Fund,392,18667.93
4030,1422,Equity,NESN,831,166577.59
4031,1486,Equity,TSLA,174,9140.11
4032,528,Mutual Fund,US Bluechip Fund,1199,36093.5
4033,2291,Bond,Corp Bond A,292,82831.59
4034,1051,ETF,VGK,893,176176
4035,28,Equity,AMZN,495,39254.74
4036,1521,Bond,Corp Bond B,179,162566.85
4037,597,Bond,UK Gilt 2030,181,93251.2
4038,468,Bond,UST 5Y,176,122178.83
4039,281,Bond,Euro Gov Bond,164,145419.8
4040,2486,Mutual Fund,Balanced Income Fund,955,90842.71
4041,2446,Mutual Fund,Global Growth Fund,1982,21854.18
4042,2128,Mutual Fund,Euro Equity Fund,113,8989.32
4043,1036,Bond,UST 10Y,108,73444.69
4044,1948,Mutual Fund,Global Growth Fund,1180,10021.12
4045,739,Mutual Fund,US Bluechip Fund,1329,102852.16
4046,806,Bond,Euro Gov Bond,82,88138.64
4047,933,Bond,UST 10Y,10,2755.48
4048,1560,Mutual Fund,Global Growth Fund,985,105069.43
4049,1622,Equity,V,138,8139.39
4050,1342,Bond,Corp Bond A,20,16803.55
4051,497,ETF,QQQ,487,80498.34
4052,504,Equity,GOOGL,986,133545.19
4053,860,Mutual Fund,Global Growth Fund,1234,144204.84
4054,1304,Equity,AMZN,301,112008.87
4055,2123,Equity,AAPL,783,206472.39
4056,2285,Bond,Euro Gov Bond,8,9133.64
4057,1649,Equity,JPM,617,158784.13
4058,70,Equity,AMZN,243,83556.8
4059,2397,ETF,QQQ,804,221036.44
4060,548,ETF,VTI,362,24817.79
4061,872,Mutual Fund,US Bluechip Fund,357,28261.86
4062,926,ETF,QQQ,582,129965.67
4063,724,Equity,AMZN,142,49178.43
4064,906,ETF,QQQ,936,281006.13
4065,691,Equity,TSLA,266,35004.51
4066,1915,ETF,XIC,67,23912.52
4067,1898,Bond,UK Gilt 2030,201,233880.78
4068,964,Equity,V,784,180564.47
4069,372,Mutual Fund,Euro Equity Fund,594,30863.3
4070,2135,ETF,VGK,393,146828.9
4071,563,Bond,Corp Bond B,122,81054.73
4072,1837,Bond,Corp Bond B,11,2574.48
4073,2084,Mutual Fund,US Bluechip Fund,311,6344.71
4074,981,ETF,VTI,404,178975.98
4075,577,Equity,AMZN,481,98664.89
4076,2206,Equity,MSFT,460,176280.06
4077,1218,Equity,GOOGL,117,5912.78
4078,671,Equity,JPM,380,144280.39
4079,910,Cash,EUR Cash,1,99424.21
4080,2189,Equity,AMZN,998,205820.14
4081,2265,Bond,UST 5Y,165,19334
4082,470,Equity,UNH,661,99966.96
4083,548,Mutual Fund,Euro Equity Fund,1767,80471.34
4084,1828,Bond,Euro Gov Bond,173,203453.04
4085,1821,Equity,NESN,932,23707.42
4086,807,Bond,Corp Bond A,162,58831.39
4087,1138,ETF,QQQ,977,266761.52
4088,484,Equity,MSFT,588,139507.97
4089,1353,Mutual Fund,Euro Equity Fund,787,48380.8
4090,2213,Bond,Corp Bond B,107,103518.89
4091,603,Bond,UST 10Y,281,291780.36
4092,1844,Bond,UST 10Y,153,164502.67
4093,852,ETF,SPY,702,158312.46
4094,1932,Bond,UST 10Y,32,36031.81
4095,459,Bond,UST 5Y,289,131229.85
4096,1488,Bond,Corp Bond A,42,39620.29
4097,1087,Equity,NESN,615,145445.51
4098,896,Bond,Euro Gov Bond,137,79075.62
4099,368,Equity,NVDA,611,131026.67
4100,153,Bond,UST 10Y,292,89844.26
4101,957,Bond,UK Gilt 2030,173,188009.52
4102,2300,ETF,SPY,289,32760.85
4103,837,Bond,UK Gilt 2030,48,45321.68
4104,1332,Equity,MSFT,925,291495.37
4105,416,Equity,UNH,479,113569.49
4106,192,ETF,SPY,213,49949.96
4107,552,Equity,UNH,257,27184.04
4108,228,Mutual Fund,Euro Equity Fund,260,2083.14
4109,2085,Mutual Fund,US Bluechip Fund,2257,118819.29
4110,1862,Equity,TSLA,762,36861.96
4111,2211,Bond,UST 5Y,253,92826.43
4112,55,Bond,Euro Gov Bond,264,176940.22
4113,1692,Cash,CAD Cash,1,28166.17
4114,2029,Bond,Corp Bond A,120,116723.23
4115,1424,Mutual Fund,Balanced Income Fund,1586,34639.41
4116,2067,ETF,EWU,17,7251.32
4117,2051,Equity,AAPL,228,17396.66
4118,1508,Bond,Corp Bond A,269,226670.08
4119,2023,Mutual Fund,Euro Equity Fund,1383,42660.54
4120,2327,Bond,Corp Bond A,141,127705.22
4121,2358,ETF,QQQ,15,1507.17
4122,1894,ETF,VTI,516,85234.87
4123,1059,Equity,MSFT,39,3000.43
4124,2135,Bond,Corp Bond B,230,172689.77
4125,1449,Cash,EUR Cash,1,5978.02
4126,1034,Equity,V,470,117667.94
4127,1570,Equity,TSLA,815,291484.55
4128,153,Equity,V,141,15269.32
4129,1582,Equity,UNH,158,56286.57
4130,1593,Equity,NVDA,817,204581.94
4131,133,Equity,GOOGL,786,45967.23
4132,489,Mutual Fund,Global Growth Fund,896,98342.63
4133,1701,ETF,VTI,922,172586.89
4134,2276,Bond,Corp Bond B,47,25839.77
4135,313,Mutual Fund,Global Growth Fund,354,34863.12
4136,1252,ETF,SPY,953,333171.23
4137,2261,Bond,Corp Bond A,40,42052.86
4138,1806,Cash,GBP Cash,1,66949.23
4139,1351,Bond,UK Gilt 2030,146,83402.38
4140,636,Mutual Fund,Balanced Income Fund,23,1800.44
4141,2236,ETF,VGK,138,40791.05
4142,1155,Bond,Euro Gov Bond,57,20521.18
4143,870,Mutual Fund,Global Growth Fund,255,29182.21
4144,297,Equity,GOOGL,706,284489.01
4145,1360,ETF,VTI,504,152566.79
4146,1733,Bond,UST 5Y,6,3868.12
4147,1711,Cash,CAD Cash,1,120560
4148,2213,Equity,GOOGL,106,4342.57
4149,378,ETF,XIC,986,64421.24
4150,2168,ETF,SPY,313,39785.53
4151,2303,ETF,VTI,10,4413.38
4152,459,Bond,Euro Gov Bond,209,119855.85
4153,1115,Mutual Fund,Global Growth Fund,1409,47642.24
4154,1745,Mutual Fund,Balanced Income Fund,2248,198676.93
4155,2148,Cash,GBP Cash,1,124459.75
4156,1070,Equity,TSLA,447,39003.12
4157,1839,Mutual Fund,Balanced Income Fund,1082,54093.3
4158,771,Bond,Euro Gov Bond,294,348886.2
4159,2332,Equity,GOOGL,131,3807.78
4160,634,ETF,QQQ,929,228308.64
4161,1105,Bond,Euro Gov Bond,208,18125.42
4162,707,Equity,UNH,561,203978.29
4163,143,ETF,VGK,19,4461.99
4164,630,Mutual Fund,Euro Equity Fund,2399,215401.31
4165,2252,ETF,EWU,461,129034
4166,2053,ETF,EWU,806,246311.99
4167,62,ETF,VTI,306,110910.16
4168,90,ETF,QQQ,599,206715.36
4169,894,Mutual Fund,Global Growth Fund,1832,206163.62
4170,43,Equity,MSFT,101,14020.85
4171,1557,Equity,AMZN,958,40547.94
4172,936,Equity,UNH,55,11342.52
4173,2452,Mutual Fund,Euro Equity Fund,1285,15939.97
4174,1719,Equity,GOOGL,156,21688.6
4175,2079,Bond,UK Gilt 2030,250,27501.61
4176,1408,Equity,AMZN,470,50823.57
4177,1169,Mutual Fund,Global Growth Fund,1140,74310.88
4178,2201,Mutual Fund,Euro Equity Fund,1931,153889.11
4179,668,Bond,Euro Gov Bond,184,193806.17
4180,1378,Equity,NVDA,816,304758.97
4181,980,Mutual Fund,Balanced Income Fund,1092,82806.97
4182,769,Bond,Corp Bond A,18,5861.95
4183,434,Equity,TSLA,841,68214.6
4184,2286,Bond,UK Gilt 2030,147,106763.48
4185,35,Bond,UST 10Y,89,60341.79
4186,2330,Bond,Corp Bond A,181,143420.91
4187,2236,Bond,Corp Bond A,40,33602.46
4188,1739,Mutual Fund,Global Growth Fund,1089,117617.94
4189,995,Equity,TSLA,369,30704.78
4190,955,Equity,JPM,42,6869.85
4191,218,Equity,UNH,157,59284.01
4192,1101,Equity,GOOGL,260,41915.51
4193,646,ETF,XIC,630,144153.09
4194,1991,Equity,MSFT,549,103388.56
4195,598,Mutual Fund,Euro Equity Fund,436,51409.17
4196,1776,Equity,TSLA,107,5081.57
4197,316,Equity,AMZN,381,41048.43
4198,1217,Equity,JPM,38,3951.38
4199,745,Bond,Corp Bond A,180,77399.7
4200,218,Equity,AAPL,782,252981.65
4201,1527,Equity,AMZN,682,190776.06
4202,269,Equity,NVDA,134,59936.58
4203,760,Mutual Fund,Euro Equity Fund,1954,229517.51
4204,1013,ETF,VGK,26,1707.41
4205,877,ETF,VTI,928,19124.3
4206,1433,ETF,EWU,477,166111.36
4207,1178,ETF,QQQ,512,56381.29
4208,681,Mutual Fund,Euro Equity Fund,1903,46572.89
4209,2183,ETF,VGK,101,10977.96
4210,1005,ETF,XIC,759,31264.93
4211,469,Bond,UK Gilt 2030,133,71345.38
4212,156,Equity,AMZN,882,286719.99
4213,2269,ETF,QQQ,959,426173.46
4214,1162,Equity,NVDA,407,155146.79
4215,825,Mutual Fund,Balanced Income Fund,296,30950.69
4216,486,ETF,XIC,787,30896.93
4217,71,Mutual Fund,Balanced Income Fund,449,34329.58
4218,914,Bond,UK Gilt 2030,193,65070.39
4219,2006,Equity,AAPL,943,404316.95
4220,162,Bond,UK Gilt 2030,63,61621.92
4221,1407,Mutual Fund,Balanced Income Fund,546,51092.39
4222,2151,Bond,UK Gilt 2030,168,52975.85
4223,2430,Equity,GOOGL,100,37068.66
4224,481,Mutual Fund,Global Growth Fund,2235,56062.83
4225,404,Equity,AAPL,760,224217.9
4226,368,Mutual Fund,US Bluechip Fund,1983,218473
4227,1487,Equity,UNH,722,72396.97
4228,1335,Bond,Corp Bond A,96,66802.75
4229,1910,Mutual Fund,Balanced Income Fund,1419,79019.12
4230,923,ETF,EWU,288,20690.7
4231,890,Mutual Fund,Balanced Income Fund,733,25690.16
4232,2362,Mutual Fund,US Bluechip Fund,2418,167520.4
4233,501,Equity,V,553,79761.74
4234,2357,Bond,UK Gilt 2030,284,277009.81
4235,1750,Bond,Euro Gov Bond,291,147157.17
4236,903,ETF,EWU,562,142643.21
4237,1827,Equity,V,799,308035.06
4238,2097,ETF,SPY,528,208921.57
4239,2232,Equity,JPM,437,109759.98
4240,1621,Equity,TSLA,481,182257.58
4241,321,Equity,AMZN,901,166440.14
4242,1073,Bond,UST 5Y,14,8736.5
4243,1610,Mutual Fund,Balanced Income Fund,55,3097.39
4244,1098,Cash,USD Cash,1,45741.76
4245,158,Equity,AAPL,862,356973.38
4246,649,Mutual Fund,Euro Equity Fund,1677,198317.49
4247,550,Equity,AMZN,887,379509.32
4248,984,Equity,AMZN,856,279143.19
4249,823,Cash,CAD Cash,1,64991.34
4250,1435,Equity,UNH,523,139851.54
4251,2011,Bond,Euro Gov Bond,188,114552.05
4252,1116,ETF,SPY,942,389004.69
4253,1050,Mutual Fund,US Bluechip Fund,1614,135881.41
4254,72,Equity,AAPL,918,289714.37
4255,1521,Cash,USD Cash,1,35634.79
4256,244,Equity,MSFT,117,39965.26
4257,319,Equity,JPM,505,127478.78
4258,2221,ETF,QQQ,593,130755.71
4259,1454,Mutual Fund,Euro Equity Fund,368,14331.25
4260,2277,ETF,SPY,385,157439.62
4261,1154,Equity,GOOGL,957,250659.47
4262,1146,Equity,JPM,370,21360.71
4263,795,ETF,SPY,860,117405.35
4264,2306,Mutual Fund,Euro Equity Fund,533,26377.93
4265,2135,Equity,MSFT,38,11465.49
4266,457,ETF,VGK,107,24272.42
4267,1322,Bond,Corp Bond B,209,157302.87
4268,599,Equity,UNH,941,48615.71
4269,812,ETF,VTI,375,43663.2
4270,521,Bond,Euro Gov Bond,220,208965.28
4271,538,Mutual Fund,Global Growth Fund,1188,25475.97
4272,1734,Mutual Fund,Global Growth Fund,793,31024.78
4273,148,Cash,GBP Cash,1,37691.97
4274,2151,ETF,SPY,959,216554.14
4275,447,Bond,UST 10Y,21,7484.64
4276,1350,Equity,GOOGL,644,207237.99
4277,1844,ETF,XIC,528,35090.22
4278,1895,Mutual Fund,US Bluechip Fund,2150,50700.89
4279,2409,Equity,NVDA,641,15468.41
4280,747,Bond,UST 10Y,170,112399.89
4281,823,Mutual Fund,US Bluechip Fund,1081,24681.85
4282,2019,Bond,UST 10Y,70,68232.53
4283,1531,Equity,UNH,284,65541.48
4284,678,Bond,Euro Gov Bond,104,52471.49
4285,581,Cash,GBP Cash,1,135180.18
4286,1283,Equity,UNH,266,96582.92
4287,31,Bond,UK Gilt 2030,89,64291.91
4288,1618,Cash,GBP Cash,1,11831.08
4289,65,Equity,GOOGL,618,160321.99
4290,1695,Mutual Fund,Euro Equity Fund,343,27566.64
4291,2284,ETF,VTI,955,294916.53
4292,1900,Mutual Fund,US Bluechip Fund,2442,188175.06
4293,786,Mutual Fund,Global Growth Fund,867,50139.75
4294,1119,Bond,Corp Bond B,257,104427.8
4295,644,Mutual Fund,Euro Equity Fund,263,19269.91
4296,780,Equity,UNH,372,98066.28
4297,404,Mutual Fund,Global Growth Fund,843,34553.79
4298,185,ETF,QQQ,282,67362.89
4299,2160,Mutual Fund,Global Growth Fund,272,23695.61
4300,1364,Mutual Fund,Balanced Income Fund,220,24460.91
4301,1363,Equity,NESN,558,106225.25
4302,734,Equity,GOOGL,953,178967
4303,1833,Mutual Fund,US Bluechip Fund,290,20238.56
4304,462,Mutual Fund,Euro Equity Fund,46,513.02
4305,1740,Bond,Corp Bond B,286,281490.71
4306,2258,Bond,Euro Gov Bond,26,10471.9
4307,2100,Equity,V,947,155882.04
4308,2155,Bond,UST 5Y,204,127676.55
4309,2431,ETF,VTI,939,157478.21
4310,102,Bond,UST 10Y,117,132558.16
4311,1759,Bond,Corp Bond A,287,301539.81
4312,558,Equity,NVDA,959,34563.67
4313,538,Equity,TSLA,810,334574.89
4314,1977,Bond,UST 5Y,129,153644.71
4315,2072,Equity,NESN,92,7992.55
4316,782,ETF,EWU,371,47459.7
4317,1442,ETF,XIC,278,113279.71
4318,1600,ETF,VTI,959,408038.85
4319,171,Bond,UK Gilt 2030,287,56972.97
4320,1333,Equity,MSFT,990,80256.53
4321,2464,Bond,UST 5Y,217,196031.81
4322,2206,ETF,QQQ,381,14021.91
4323,730,Equity,JPM,450,119092.08
4324,1947,ETF,XIC,315,34529.72
4325,1927,Equity,AMZN,184,48316.19
4326,638,Equity,GOOGL,525,37030.96
4327,1151,Mutual Fund,Balanced Income Fund,1511,48139.1
4328,296,ETF,VTI,307,78560.62
4329,606,Bond,Corp Bond A,257,238902.85
4330,399,Equity,V,628,128459.26
4331,2355,Mutual Fund,Global Growth Fund,1329,125247.41
4332,908,Bond,Corp Bond A,174,30836.14
4333,1485,Bond,Corp Bond A,192,150211.7
4334,520,Bond,UST 5Y,287,67868.05
4335,2435,Equity,NVDA,517,166032.84
4336,969,Equity,AAPL,585,74643.54
4337,2027,Equity,GOOGL,206,11054.62
4338,692,ETF,VGK,284,102534.58
4339,1504,Equity,GOOGL,255,47287.94
4340,675,Bond,UK Gilt 2030,245,272270.16
4341,864,Equity,TSLA,365,68238.85
4342,1597,Equity,V,108,31057.62
4343,2389,Equity,NVDA,136,50630.78
4344,2127,Equity,UNH,573,253293.85
4345,2118,Bond,Euro Gov Bond,157,185817.28
4346,1628,ETF,XIC,860,55300.92
4347,1807,Bond,UK Gilt 2030,241,211082.81
4348,1492,ETF,VGK,267,61638.94
4349,509,Cash,USD Cash,1,140936.66
4350,318,Bond,Corp Bond B,82,33181.21
4351,1967,Mutual Fund,US Bluechip Fund,1702,94219.21
4352,2342,ETF,SPY,739,203888
4353,2244,Equity,AMZN,523,183470.27
